student_id,life_risk,study_risk,sport_risk,total_risk
pjxrqxbj891,0.5015,0.0165,0.2927,0.2702
pjxyqwbk706,0.5015,0.0169,0.2923,0.2702
pjxyqwbj602,,0.0267,0.5136,0.2701
pjxyqwbj038,,0.0447,0.4952,0.27
pjxsqxbj856,0.5015,0.0093,0.2988,0.2699
pjxyqwbj338,0.5015,0.0169,0.2913,0.2699
pjxyqxbk208,,0.0154,0.524,0.2697
pjxyqxbj474,0.5015,0.0146,0.293,0.2697
pjxtztbj998,,0.0231,0.5159,0.2695
pjxyqxbl878,,0.0259,0.5131,0.2695
pjxyqwbj428,0.3,0.0244,0.484,0.2695
pjxyqxbk969,0.5015,0.0115,0.2952,0.2694
pjxyqxbl987,,0.0195,0.5191,0.2693
pjxyqxbk767,,0.0267,0.5118,0.2692
pjxyqxbj754,,0.0156,0.5223,0.2689
pjxxxxbj930,0.28,0.0891,0.4368,0.2686
pjxuqwbj758,0.5015,0.0091,0.2951,0.2685
pjxyqwbk935,0.4517,0.0162,0.3376,0.2685
pjxwxxbj905,0.5015,0.0177,0.2862,0.2685
pjxyqxbj557,0.5015,0.0086,0.2937,0.2679
pjxxxxbj943,0.287,0.1227,0.3936,0.2678
pjxuqwbj950,0.5015,0.0167,0.2846,0.2676
pjxrqxbj954,0.5015,0.0157,0.2855,0.2675
pjxyqwbj557,0.5015,0.0401,0.2605,0.2673
pjxuqwbj993,0.5015,0.0149,0.285,0.2671
pjxuqwbj915,0.5015,0.0102,0.2897,0.2671
pjxyqwbj628,0.5015,0.0461,0.2533,0.267
pjxyqwbk760,0.3531,0.0456,0.4022,0.267
pjxyqxbk242,,0.0267,0.507,0.2668
pjxyqxbj352,0.5015,0.0093,0.2894,0.2667
pjxyqwbj407,0.5015,0.0546,0.2439,0.2667
pjxyqxbk910,0.5015,0.0097,0.2882,0.2665
pjxyqwbj534,0.5015,0.0461,0.2513,0.2663
pjxyqxbk297,,0.0259,0.5067,0.2663
pjwrqxbj923,0.3058,0.0326,0.4601,0.2662
pjxuqwbj572,0.5015,0.0147,0.2814,0.2659
pjxyqxbk300,,0.0564,0.4753,0.2658
pjxyqxbj522,0.5015,0.0163,0.2797,0.2658
pjxyqwbk662,,0.089,0.4426,0.2658
pjxyqxbk555,0.5015,0.0093,0.2865,0.2658
pjxwxxbj946,0.5015,0.0235,0.2718,0.2656
pjxsqxbj807,0.5015,0.0097,0.2855,0.2656
pjxyqxbj330,0.5015,0.0094,0.2855,0.2654
pjxyqxbk597,,0.0336,0.4961,0.2648
pjxyqxbj813,0.5015,0.0257,0.2674,0.2648
pjxyqxbj858,,0.0328,0.4968,0.2648
pjxtztbj987,,0.0153,0.5142,0.2648
pjxyqxbl757,,0.0267,0.5018,0.2642
pjxyqwbj309,0.5015,0.0169,0.2736,0.264
pjxyqxbj846,,0.0233,0.5043,0.2638
pjxsqxbj760,0.5015,0.1717,0.1176,0.2636
pjxyqwbj839,,0.0953,0.4318,0.2636
pjxyqxbk403,,0.0557,0.4715,0.2636
pjxyqxbk336,0.5015,0.0102,0.2787,0.2635
pjxyqxbk732,,0.0153,0.5116,0.2635
pjxyqxbj371,0.5015,0.009,0.2799,0.2634
pjxyqxbk426,,0.0274,0.4993,0.2634
pjxyqxbl821,,0.0184,0.5081,0.2633
pjxyqwbj435,0.5015,0.0238,0.2644,0.2632
pjxuqwbj515,0.5015,0.0249,0.2632,0.2632
pjxyqwbj877,0.5015,0.0419,0.2458,0.2631
pjxyqwbj780,0.235,0.0325,0.5213,0.263
pjxyqwbj865,0.5015,0.0335,0.2537,0.2629
pjxxxxbj916,,0.1227,0.4026,0.2626
pjxyqxbj029,,0.0374,0.4877,0.2625
pjxyqxbl952,0.5015,0.0182,0.2677,0.2624
pjxxxxbj908,,0.1326,0.3918,0.2622
pjxyqwbj058,0.5015,0.0169,0.2682,0.2622
pjxyqxbj167,0.4847,0.0611,0.2406,0.2621
pjxyqwbj616,0.5015,0.0176,0.2668,0.262
pjxyqxbj075,0.5015,0.0137,0.2687,0.2613
pjxyqxbk598,0.5015,0.009,0.2732,0.2612
pjxuqwbj650,0.5015,0.0101,0.2719,0.2612
pjvyzxbj993,,0.0895,0.4324,0.2609
pjxyqwbk547,,0.0359,0.4858,0.2608
pjxyqxbl794,0.5015,0.0184,0.2625,0.2608
pjxxxxbj907,,0.1597,0.3616,0.2607
pjxyqxbj794,,0.0656,0.4556,0.2606
pjxuqwbj766,,0.0805,0.4404,0.2605
pjxyqxbj237,0.5015,0.0132,0.2653,0.26
pjxyqxbl766,0.5015,0.0176,0.2599,0.2597
pjxuqwbj937,,0.0752,0.4441,0.2596
pjxyqxbk098,,0.0308,0.4882,0.2595
pjxyqwbj166,0.4702,0.0291,0.2787,0.2593
pjxyqxbk209,,0.0184,0.5,0.2592
pjxwxxbj995,,0.0156,0.5024,0.259
pjxxxxbj915,,0.1301,0.3876,0.2589
pjxsqxbj970,0.5015,0.0101,0.2647,0.2588
pjxyqxbk868,,0.0184,0.4991,0.2588
pjxpqxbj961,,0.0653,0.4518,0.2585
pjxuqwbj568,0.5015,0.0157,0.2584,0.2585
pjxyqwbk900,,0.0606,0.4562,0.2584
pjxyqxbj911,,0.0972,0.4192,0.2582
pjxyqxbk358,0.5015,0.0192,0.2524,0.2577
pjxyqxbl889,,0.0193,0.4954,0.2574
pjxyqxbk338,,0.0167,0.498,0.2573
pjxyqxbk330,,0.0423,0.4718,0.2571
pjxxxxbj914,0.4497,0.0652,0.2542,0.2564
pjxyqxbk647,0.5015,0.0093,0.2583,0.2564
pjxyqwbk577,0.5015,0.0301,0.2373,0.2563
pjxyqxbj903,0.295,0.0284,0.4446,0.256
pjxtzxfj980,0.5015,0.0101,,0.2558
pjxtzxfj981,0.5015,0.0101,,0.2558
pjxtzxfj994,0.5015,0.0101,,0.2558
pjxyqxbk929,0.5015,0.0182,0.2472,0.2556
pjxyqxbk779,,0.0267,0.4846,0.2556
pjxyqxbj008,0.5015,0.0093,0.2558,0.2555
pjxyqxbl769,,0.0144,0.4966,0.2555
pjxyqxbk848,,0.0154,0.4955,0.2555
pjxpqxbj962,0.5015,0.0798,0.1843,0.2552
pjxyqxbl876,,0.0231,0.4871,0.2551
pjxyqwbj267,,0.0259,0.4834,0.2547
pjxyqxbk669,,0.0458,0.4633,0.2546
pjxyqxbj724,0.5015,0.0204,0.2405,0.2541
pjxuqwbj935,0.5015,0.0202,0.2403,0.254
pjxyqwbk956,0.5015,0.0403,0.2196,0.2538
pjxyqxbk231,0.5015,0.0169,0.243,0.2538
pjxyqwbj674,,0.0539,0.4536,0.2537
pjxyqwbk519,,0.0267,0.4805,0.2536
pjxyqxbk812,,0.0325,0.4746,0.2535
pjxyqxbj379,,0.0132,0.4928,0.253
pjxyqwbj181,0.5015,0.0287,0.2272,0.2524
pjwrqxbj965,0.5015,0.04,0.2157,0.2524
pjxyqwbj080,,0.0325,0.472,0.2523
pjxwxxbj913,,0.0171,0.4866,0.2519
pjxyqwbk942,0.5015,0.0345,0.2194,0.2518
pjxyqxbl993,,0.0244,0.4789,0.2517
pjxyqxbj940,,0.0267,0.4767,0.2517
pjwtqxbj960,0.5015,0.0259,0.227,0.2515
pjxyqxbj228,,0.0154,0.4873,0.2514
pjxyqwbj796,0.5015,0.0547,0.1967,0.251
pjxyqxbl991,,0.0483,0.4527,0.2505
pjxyqxbj220,0.5015,0.0419,0.2081,0.2505
pjxvzxbj989,,0.0423,0.4584,0.2503
pjxyqxbj838,,0.0332,0.4674,0.2503
pjxyqxbk703,,0.0386,0.4619,0.2502
pjxsqxbj768,0.5015,0.0181,0.2296,0.2497
pjxyqxbk823,,0.0243,0.4747,0.2495
pjxyqxbj154,0.5015,0.027,0.2198,0.2494
pjxyqxbl724,,0.0223,0.4762,0.2492
pjxqqxbj973,,0.0445,0.4535,0.249
pjxyqxbk166,,0.0259,0.4716,0.2488
pjxyqxbj575,0.223,0.0154,0.5076,0.2486
pjxyqwbj928,,0.0259,0.4711,0.2485
pjxyqxbj967,,0.033,0.4639,0.2485
pjxyqxbk491,,0.0154,0.4811,0.2483
pjxuqwbj495,0.5015,0.0144,0.2288,0.2482
pjwtqxbj943,0.5015,0.0157,0.2272,0.2482
pjxyqxbj093,0.3225,0.0167,0.4052,0.2481
pjxrqxbj994,0.5015,0.035,0.208,0.2481
pjwtqxbj941,0.27,0.0947,0.3775,0.2474
pjxyqwbj261,,0.0259,0.4686,0.2473
pjxyqwbj907,,0.0463,0.4478,0.247
pjxuqwbj892,0.3899,0.007,0.3435,0.2468
pjxyqwbj930,0.5015,0.0177,0.2208,0.2466
pjxyqwbk534,,0.1313,0.3618,0.2466
pjxyqxbk710,,0.0233,0.4694,0.2463
pjxyqxbl931,,0.1971,0.2954,0.2462
pjxxxxbj937,0.0972,0.1947,0.4441,0.2454
pjxuqwbj733,0.5015,0.0113,0.2232,0.2453
pjxyqxbj569,,0.0267,0.4625,0.2446
pjxyqxbk479,,0.0867,0.4016,0.2442
pjxyqwbj570,,0.0244,0.4638,0.2441
pjxyqxbk854,,0.0744,0.4137,0.244
pjxyqxbk695,,0.0184,0.4695,0.244
pjxyqwbj706,0.5015,0.0422,0.1881,0.2439
pjxyqxbk354,0.355,0.0099,0.366,0.2436
pjxyqwbj016,,0.0308,0.4559,0.2434
pjxwxxbj944,,0.0759,0.4108,0.2434
pjxyqxbj546,,0.0425,0.4441,0.2433
pjxqqxbj947,,0.0482,0.4383,0.2432
pjxyqxbj733,,0.0165,0.4698,0.2432
pjxyqxbk534,0.42,0.0093,0.2996,0.243
pjxyqxbk992,,0.0156,0.4703,0.2429
pjxyqwbj538,0.5015,0.0325,0.1946,0.2429
pjxyqxbk342,,0.0277,0.458,0.2429
pjxyqxbj799,,0.027,0.4583,0.2426
pjxyqxbj296,,0.0156,0.4696,0.2426
pjxyqxbk667,,0.0951,0.39,0.2426
pjxyqxbk552,,0.0169,0.4682,0.2425
pjxuqwbj717,0.5015,0.019,0.2064,0.2423
pjxyqxbl913,,0.0267,0.4579,0.2423
pjxyqwbk864,,0.0281,0.456,0.242
pjxyqxbj993,,0.0423,0.4396,0.2409
pjxyqwbj133,,0.0267,0.4549,0.2408
pjxwxxbj945,0.2707,0.0161,0.4352,0.2407
pjxyqxbk836,0.5015,0.0325,0.1876,0.2405
pjxpqxbj911,,0.0892,0.3909,0.24
pjxyqxbk634,0.2875,0.0146,0.4173,0.2398
pjxsqxbj824,0.5015,0.0381,0.1783,0.2393
pjxyqxbj301,,0.0259,0.4525,0.2392
pjxyqxbk945,,0.0316,0.4458,0.2387
pjxyqxbj989,,0.0938,0.3834,0.2386
pjxyqxbj948,,0.0277,0.4489,0.2383
pjxyqxbk713,,0.1124,0.3636,0.238
pjxtztbj989,,0.0201,0.4552,0.2376
pjxyqxbk611,,0.0154,0.4595,0.2375
pjxuqwbj571,,0.0093,0.4652,0.2373
pjxuqwbj665,,0.0431,0.4307,0.2369
pjxyqxbk565,,0.0501,0.4227,0.2364
pjxyqxbj240,,0.0279,0.444,0.236
pjxyqxbk442,,0.029,0.4426,0.2358
pjxyqxbj452,,0.0243,0.4466,0.2354
pjxyqxbj384,0.2268,0.0208,0.4577,0.2351
pjxyqxbk046,,0.0132,0.4565,0.2349
pjxyqxbj734,,0.0154,0.4541,0.2348
pjxyqxbk900,,0.0156,0.453,0.2343
pjxyqwbj910,,0.0259,0.4421,0.234
pjxyqxbj529,,0.0259,0.4417,0.2338
pjxyqxbl750,0.3051,0.0146,0.3813,0.2337
pjxyqwbj307,0.3175,0.0588,0.3245,0.2336
pjxyqxbl677,,0.1932,0.273,0.2331
pjxyqxbj830,,0.0093,0.4567,0.233
pjxyqxbk686,,0.0233,0.4425,0.2329
pjxuqwbj715,0.2375,0.0308,0.4298,0.2327
pjxwxxbj983,,0.0452,0.42,0.2326
pjxyqwbj171,0.5015,0.0422,0.1541,0.2326
pjxyqxbk032,,0.0146,0.4503,0.2324
pjxyqxbj588,,0.027,0.4375,0.2322
pjxyqxbj152,,0.0184,0.4444,0.2314
pjxyqxbk444,0.1928,0.0184,0.4829,0.2314
pjxuqwbj755,,0.08,0.3826,0.2313
pjxyqxbj633,,0.0244,0.4379,0.2312
pjxyqxbj230,,0.0156,0.4467,0.2312
pjxyqxbl879,,0.0146,0.4467,0.2306
pjxyqxbk898,,0.0146,0.4466,0.2306
pjxuqwbj906,0.2797,0.0184,0.3934,0.2305
pjxyqxbk035,,0.0275,0.4332,0.2304
pjxyqxbj615,,0.0193,0.4407,0.23
pjxyqwbj523,,0.0503,0.4097,0.23
pjxpqxbj971,,0.0689,0.391,0.23
pjxtztbj990,,0.0268,0.4331,0.23
pjxwzxbj988,,0.0316,0.4282,0.2299
pjxyqxbk656,,0.0086,0.4511,0.2298
pjxxxxbj968,,0.1147,0.3445,0.2296
pjxyqxbk343,,0.0525,0.4065,0.2295
pjxyqwbj279,,0.0145,0.4442,0.2294
pjxyqwbj153,0.5015,0.0443,0.1407,0.2288
pjxyqxbj823,,0.0144,0.4426,0.2285
pjxyqxbk728,,0.0268,0.4295,0.2281
pjxyqxbj657,,0.0153,0.441,0.2281
pjxxztbj994,,0.031,0.425,0.228
pjxyqwbj125,,0.0277,0.4278,0.2277
pjxyqxbj358,,0.0167,0.4377,0.2272
pjxyqxbj647,,0.0275,0.4263,0.2269
pjxuqwbj443,,0.0542,0.3988,0.2265
pjxyqxbj080,,0.0156,0.4365,0.2261
pjxyqxbk262,,0.0144,0.4374,0.2259
pjxyqxbk081,,0.0336,0.4182,0.2259
pjxyqxbl939,,0.0242,0.4275,0.2259
pjxyqxbl825,,0.0325,0.4187,0.2256
pjxyqxbj829,,0.0165,0.4345,0.2255
pjxyqxbj928,,0.0349,0.4161,0.2255
pjxyqxbk764,,0.0236,0.4263,0.225
pjwqzwbj998,0.5015,0.0406,0.1322,0.2248
pjxyqxbk677,,0.0167,0.4328,0.2248
pjxyqxbk801,,0.0298,0.4187,0.2243
pjxyqwbj283,,0.0267,0.4206,0.2236
pjxuqwbj647,,0.0301,0.417,0.2236
pjxyqxbk869,,0.032,0.4113,0.2217
pjxyqwbj172,,0.0325,0.4103,0.2214
pjxyqxbj094,,0.047,0.3937,0.2204
pjxuqwbj537,0.2702,0.0461,0.344,0.2201
pjxyqxbj506,,0.0161,0.4239,0.22
pjxyqwbk523,0.35,0.04,0.2698,0.2199
pjxyqxbj585,,0.0867,0.352,0.2194
pjxpqxbj920,,0.0963,0.3411,0.2187
pjxyqxbk194,,0.0161,0.4213,0.2187
pjxyqxbl884,,0.0243,0.4111,0.2177
pjxsqxbj774,,0.0329,0.4011,0.217
pjxyqwbj923,,0.0322,0.4015,0.2168
pjxyqwbj821,,0.0267,0.4069,0.2168
pjxyqxbj853,,0.0156,0.417,0.2163
pjxyqxbk981,,0.0156,0.4164,0.216
pjxyqxbj831,,0.0165,0.4149,0.2157
pjxyqwbj362,,0.0257,0.4047,0.2152
pjxxzxkj991,,0.0146,0.4151,0.2148
pjxyqxbj251,0.2268,0.0262,0.3913,0.2148
pjxyqxbj164,,0.0176,0.4116,0.2146
pjxyqxbk567,,0.0154,0.4122,0.2138
pjxyqxbj058,0.3675,0.012,0.2612,0.2135
pjxyqxbk149,,0.0144,0.4116,0.213
pjxyqxbl843,,0.0388,0.3864,0.2126
pjxyqxbk264,,0.0165,0.4084,0.2125
pjxyqxbk452,,0.0093,0.4149,0.2121
pjxyqxbj686,,0.0154,0.4083,0.2119
pjxyqxbj840,,0.0222,0.4011,0.2116
pjxyqxbj443,,0.0156,0.4076,0.2116
pjxyqwbk646,,0.0485,0.3743,0.2114
pjxyqxbk783,0.2249,0.0349,0.3729,0.2109
pjxpqxbj912,,0.062,0.3595,0.2107
pjxtzxbj997,,0.0335,0.3871,0.2103
pjxyqxbj781,,0.0208,0.3984,0.2096
pjxyqxbj566,,0.0553,0.3631,0.2092
pjxyqwbk575,,0.0244,0.3938,0.2091
pjxyqxbk116,,0.0156,0.402,0.2088
pjxyqxbl945,,0.0639,0.3529,0.2084
pjxyqxbj074,,0.0201,0.3935,0.2068
pjxyqwbk901,,0.0176,0.3958,0.2067
pjxuqwbj526,,0.0165,0.396,0.2063
pjxyqxbj139,0.223,0.0174,0.3781,0.2061
pjxyqxbj286,,0.0204,0.3911,0.2057
pjxyqxbj239,,0.0091,0.4023,0.2057
pjxyqxbj801,,0.014,0.3967,0.2054
pjxyqxbk844,,0.0176,0.393,0.2053
pjxqzxbj973,,0.0313,0.3792,0.2053
pjxyqxbk377,,0.049,0.3613,0.2052
pjxrqxbj947,,0.0243,0.3837,0.204
pjxyqxbk059,,0.0275,0.38,0.2038
pjxyqxbj788,,0.0449,0.3599,0.2024
pjxyqxbk135,,0.0156,0.3886,0.2021
pjxwzxbj998,,0.0353,0.3683,0.2018
pjxyqxbj174,,0.0204,0.3825,0.2014
pjxyqxbj086,,0.0169,0.3857,0.2013
pjxyqwbj417,0.223,0.0162,0.3644,0.2012
pjxyqxbk389,,0.0275,0.3746,0.201
pjxyqxbj834,,0.0167,0.3844,0.2006
pjxyqwbj849,,0.0606,0.3396,0.2001
pjxyqxbk151,,0.0325,0.3659,0.1992
pjxyqxbk682,,0.0146,0.3832,0.1989
pjxuqwbj546,,0.0154,0.3805,0.198
pjxyqxbj006,,0.0156,0.3803,0.1979
pjxwxxbj943,,0.0944,0.3009,0.1976
pjxyqxbk305,0.12,0.0275,0.4437,0.1971
pjxpqxbj945,0.2268,0.0425,0.3202,0.1965
pjxyqxbk748,,0.0146,0.3783,0.1964
pjxyqxbk991,0.5015,0.045,0.0411,0.1959
pjxyqxbj485,,0.0101,0.3814,0.1957
pjxyqxbl731,,0.0262,0.365,0.1956
pjxyqxbj395,,0.0162,0.3745,0.1954
pjxyqxbl927,,0.0165,0.374,0.1953
pjxyqxbk613,,0.0101,0.3797,0.1949
pjxyqxbk571,,0.0386,0.3498,0.1942
pjxyqxbj609,,0.0154,0.3729,0.1942
pjxyqxbj188,,0.0329,0.3549,0.1939
pjxyqxbk813,,0.0284,0.3564,0.1924
pjxyqxbk625,,0.0153,0.3694,0.1923
pjxpqxbj924,,0.0522,0.33,0.1911
pjxsqxbj771,0.2548,0.0093,0.3066,0.1902
pjxyqwbk835,,0.0238,0.3565,0.1901
pjxxzxkj987,0.0669,0.0233,0.4774,0.1892
pjxyqxbj484,,0.0231,0.3547,0.1889
pjxxxxbj945,0.105,0.1236,0.3379,0.1888
pjxpqxbj987,,0.0636,0.3134,0.1885
pjxyqxbk684,,0.0153,0.3616,0.1884
pjxyqxbl727,,0.0097,0.3659,0.1878
pjxyqxbk286,,0.0161,0.3585,0.1873
pjxyqxbl970,,0.012,0.3617,0.1868
pjxuqwbj713,,0.0208,0.3515,0.1862
pjxyqxbj817,,0.0097,0.3624,0.1861
pjxyqwbj216,,0.0267,0.3439,0.1853
pjxyqxbj465,,0.0093,0.3609,0.1851
pjxyqxbj439,,0.0146,0.3551,0.1848
pjxuqwbj673,,0.0149,0.354,0.1845
pjxyqxbk657,,0.0091,0.3598,0.1844
pjxyqxbk847,,0.0101,0.3586,0.1843
pjxyqxbk572,,0.0145,0.3536,0.184
pjxyqxbj848,,0.0097,0.3572,0.1835
pjxuqwbj655,,0.0247,0.3398,0.1823
pjxyqxbj049,,0.0154,0.3491,0.1822
pjxyqxbl767,,0.0101,0.3533,0.1817
pjxyqxbk722,,0.0588,0.3027,0.1807
pjxyqxbk835,,0.0097,0.3449,0.1773
pjxyqxbj478,,0.0597,0.2899,0.1748
pjxyqxbk978,,0.0146,0.3346,0.1746
pjxyqxbl989,,0.0162,0.3303,0.1733
pjxyqxbk351,,0.0455,0.2992,0.1724
pjxyqxbj243,0.2268,0.0101,0.2786,0.1719
pjxyqxbl768,,0.0101,0.3329,0.1715
pjxyqwbj998,,0.0263,0.3141,0.1702
pjxyqwbj797,,0.0176,0.3215,0.1695
pjxyqwbk971,0.105,0.089,0.3146,0.1695
pjxyqxbk951,,0.0169,0.3211,0.169
pjxyqxbj640,,0.0145,0.3213,0.1679
pjxyqxbk753,,0.019,0.3139,0.1664
pjxyqxbl895,,0.0301,0.3024,0.1663
pjxyqxbk171,,0.0101,0.322,0.1661
pjxyqxbk454,,0.0243,0.3072,0.1657
pjxyqxbk268,,0.0097,0.3211,0.1654
pjxyqwbj500,0.1088,0.0176,0.3697,0.1654
pjxyqxbk923,0.1,0.0267,0.3688,0.1651
pjxyqxbk053,,0.017,0.3121,0.1646
pjxxztfj972,,0.1645,,0.1645
pjxuqwbj632,,0.0894,0.238,0.1637
pjxyqxbl810,,0.0093,0.3144,0.1619
pjxuqwbj767,,0.0097,0.3131,0.1614
pjxyqxbk246,,0.0144,0.3062,0.1603
pjxyqxbl999,,0.0169,0.3025,0.1597
pjxyqwbj790,0.1088,0.0176,0.3498,0.1587
pjxwzxkj998,,0.012,0.3041,0.1581
pjxwzxfj992,,0.1563,,0.1563
pjxtzxfj982,,0.1559,,0.1559
pjxyqxbj100,,0.0154,0.2963,0.1559
pjxuqwbj644,0.1928,0.0147,0.2598,0.1557
pjxyqwbj925,,0.0409,0.2699,0.1554
pjxyqxbk100,,0.1543,,0.1543
pjxuqwbj551,0.2548,0.0181,0.1837,0.1522
pjxyqxbk204,,0.0287,0.2737,0.1512
pjxyqxbj165,,0.0093,0.2874,0.1484
pjxyqxbk007,,0.0097,0.2845,0.1471
pjxyqxbk759,,0.0194,0.2722,0.1458
pjxyqxbk533,,0.012,0.2784,0.1452
pjxyqxbk239,,0.0275,0.262,0.1447
pjxqzxbj971,,0.0447,0.2437,0.1442
pjxyqwbj155,,0.0406,0.2351,0.1379
pjxyqxbk428,,0.0097,0.2593,0.1345
pjxyqwbk608,0.0398,0.0275,0.3228,0.13
pjxwxxbj953,,0.0548,0.2041,0.1295
pjwtqxbj972,0.0669,0.0423,0.2605,0.1232
pjxyqxbj001,,0.032,0.1948,0.1134
pjxsqxbj939,,0.025,0.185,0.105
pjxxztfj988,,0.0926,,0.0926
pjxsqxbj758,,0.0115,0.1351,0.0733
pjxwzxfj987,,0.0634,,0.0634
pjvyzvfj974,,0.0554,,0.0554
pjvyzvfj977,,0.0544,,0.0544
pjxwzxfj983,,0.0538,,0.0538
pjvyzvfj994,,0.0522,,0.0522
pjvyzvfj998,,0.0522,,0.0522
pjxtzxfj978,,0.038,,0.038
pjxvztfj980,,0.0365,,0.0365
pjxvztfj976,,0.0362,,0.0362
pjxvztfj974,,0.033,,0.033
pjvyzvfj989,,0.0328,,0.0328
pjxvztfj977,,0.0216,,0.0216
pjxvzrfj997,,0.0214,,0.0214
pjxvztfj985,,0.0174,,0.0174
pjxvztfj990,,0.0174,,0.0174
pjxvztfj991,,0.0174,,0.0174
pjxvztfj992,,0.0174,,0.0174
pjxuzsfj995,,0.0101,,0.0101
pjxwzxfj984,,0.0101,,0.0101
pjxxztfj995,,0.0101,,0.0101
pjxxztfj997,,0.0101,,0.0101
pjxtzxfj983,,0.0097,,0.0097
pjxtzxfj986,,0.0097,,0.0097
pjxuzsfj977,,0.0097,,0.0097
pjxuzsfj978,,0.0097,,0.0097
pjxuzsfj980,,0.0097,,0.0097
pjxuzsfj981,,0.0097,,0.0097
pjxuzsfj983,,0.0097,,0.0097
pjxuzsfj984,,0.0097,,0.0097
pjxuzsfj988,,0.0097,,0.0097
pjxwzxfj975,,0.0097,,0.0097
pjxwzxfj977,,0.0097,,0.0097
pjxwzxfj981,,0.0097,,0.0097
pjxwzxfj993,,0.0097,,0.0097
pjxxztfj975,,0.0097,,0.0097
pjxxztfj982,,0.0097,,0.0097
pjxxztfj986,,0.0097,,0.0097
pjxxztfj991,,0.0097,,0.0097
pjxxztfj992,,0.0097,,0.0097
pjxvzrfj975,,0.007,,0.007
pjxvzxfj970,,0.007,,0.007
pjxwzxfj994,,0.0058,,0.0058
pjxvztfj994,,0.0056,,0.0056
pjxvzrfj981,,0.0045,,0.0045
pjxvzxfj980,,0.0045,,0.0045
pjxvzxfj972,,0.0044,,0.0044
pjxvzxfj998,,0.0044,,0.0044
pjxvzxfj982,,0.0043,,0.0043
pjxvzxfj988,,0.0043,,0.0043
pjxvzxfj987,,0.0042,,0.0042
pjxvzrfj978,,0.0041,,0.0041
