student_id,total_risk,risk_rank
pjwrqxbj956,,717
pjwrqxbj965,,718
pjwrqxbj967,,719
pjwrqxbj973,,720
pjwrqxbj974,,721
pjwrqxbj977,,722
pjwrqxbj978,,723
pjwrqxbj979,,724
pjwrqxbj980,,725
pjwrqxbj983,,726
pjwrqxbj984,,727
pjwrqxbj988,,728
pjwrqxbj991,,729
pjwrqxbj992,,730
pjwrqxbj994,,731
pjwrqxbj998,,732
pjwtqxbj913,,733
pjwtqxbj914,,734
pjwtqxbj920,,735
pjwtqxbj921,,736
pjwtqxbj928,,737
pjwtqxbj929,,738
pjwtqxbj930,,739
pjwtqxbj931,,740
pjwtqxbj932,,741
pjwtqxbj933,,742
pjwtqxbj939,,743
pjwtqxbj941,,744
pjwtqxbj942,,745
pjwtqxbj943,,746
pjwtqxbj944,,747
pjwtqxbj946,,748
pjwtqxbj947,,749
pjwtqxbj950,,750
pjwtqxbj952,,751
pjwtqxbj953,,752
pjwtqxbj957,,753
pjwtqxbj959,,754
pjwtqxbj960,,755
pjwtqxbj967,,756
pjwtqxbj968,,757
pjwtqxbj969,,758
pjwtqxbj972,,759
pjwtqxbj976,,760
pjwtqxbj977,,761
pjwtqxbj979,,762
pjwtqxbj982,,763
pjwtqxbj983,,764
pjwtqxbj984,,765
pjwtqxbj985,,766
pjwtqxbj987,,767
pjwtqxbj988,,768
pjwtqxbj993,,769
pjwtzxbj996,,770
pjwuzxbj992,,771
pjwuzxbj995,,772
pjxpqxbj911,,773
pjxpqxbj912,,774
pjxpqxbj914,,775
pjxpqxbj916,,776
pjxpqxbj918,,777
pjxpqxbj919,,778
pjxpqxbj924,,779
pjxpqxbj926,,780
pjxpqxbj927,,781
pjxpqxbj930,,782
pjxpqxbj933,,783
pjxpqxbj945,,784
pjxpqxbj946,,785
pjxpqxbj954,,786
pjxpqxbj955,,787
pjxpqxbj956,,788
pjxpqxbj957,,789
pjxpqxbj961,,790
pjxpqxbj967,,791
pjxpqxbj969,,792
pjxpqxbj971,,793
pjxpqxbj972,,794
pjxpqxbj973,,795
pjxpqxbj975,,796
pjxpqxbj976,,797
pjxpqxbj977,,798
pjxpqxbj979,,799
pjxpqxbj985,,800
pjxpqxbj986,,801
pjxpqxbj987,,802
pjxpqxbj992,,803
pjxpqxbj994,,804
pjxpqxbj997,,805
pjxpqxbj998,,806
pjxqqxbj947,,807
pjxqqxbj959,,808
pjxqqxbj967,,809
pjxqqxbj973,,810
pjxqqxbj974,,811
pjxqqxbj979,,812
pjxqqxbj988,,813
pjxqqxbj996,,814
pjxqqxbj998,,815
pjxqzxbj967,,816
pjxqzxbj971,,817
pjxqzxbj973,,818
pjxqzxbj975,,819
pjxqzxbj979,,820
pjxqzxbj982,,821
pjxqzxbj983,,822
pjxqzxbj995,,823
pjxqzxbj997,,824
pjxrqxbj891,,825
pjxrqxbj914,,826
pjxrqxbj916,,827
pjxrqxbj919,,828
pjxrqxbj945,,829
pjxrqxbj947,,830
pjxrqxbj973,,831
pjxrqxbj981,,832
pjxrqxbj988,,833
pjxrqxbj992,,834
pjxsqxbj751,,835
pjxsqxbj752,,836
pjxsqxbj758,,837
pjxsqxbj760,,838
pjxsqxbj764,,839
pjxsqxbj765,,840
pjxsqxbj768,,841
pjxsqxbj771,,842
pjxsqxbj772,,843
pjxsqxbj774,,844
pjxsqxbj777,,845
pjxsqxbj779,,846
pjxsqxbj784,,847
pjxsqxbj786,,848
pjxsqxbj788,,849
pjxsqxbj789,,850
pjxsqxbj790,,851
pjxsqxbj792,,852
pjxsqxbj796,,853
pjxsqxbj801,,854
pjxsqxbj809,,855
pjxsqxbj812,,856
pjxsqxbj815,,857
pjxsqxbj816,,858
pjxsqxbj820,,859
pjxsqxbj821,,860
pjxsqxbj823,,861
pjxsqxbj824,,862
pjxsqxbj825,,863
pjxsqxbj826,,864
pjxsqxbj827,,865
pjxsqxbj829,,866
pjxsqxbj831,,867
pjxsqxbj834,,868
pjxsqxbj840,,869
pjxsqxbj843,,870
pjxsqxbj844,,871
pjxsqxbj849,,872
pjxsqxbj851,,873
pjxsqxbj856,,874
pjxsqxbj857,,875
pjxsqxbj859,,876
pjxsqxbj862,,877
pjxsqxbj863,,878
pjxsqxbj871,,879
pjxsqxbj873,,880
pjxsqxbj874,,881
pjxsqxbj876,,882
pjxsqxbj880,,883
pjxsqxbj881,,884
pjxsqxbj885,,885
pjxsqxbj886,,886
pjxsqxbj887,,887
pjxsqxbj892,,888
pjxsqxbj893,,889
pjxsqxbj897,,890
pjxsqxbj899,,891
pjxsqxbj904,,892
pjxsqxbj905,,893
pjxsqxbj906,,894
pjxsqxbj908,,895
pjxsqxbj909,,896
pjxsqxbj920,,897
pjxsqxbj922,,898
pjxsqxbj929,,899
pjxsqxbj938,,900
pjxsqxbj939,,901
pjxsqxbj941,,902
pjxsqxbj942,,903
pjxsqxbj944,,904
pjxsqxbj946,,905
pjxsqxbj949,,906
pjxsqxbj954,,907
pjxsqxbj962,,908
pjxsqxbj966,,909
pjxsqxbj968,,910
pjxsqxbj970,,911
pjxsqxbj976,,912
pjxsqxbj981,,913
pjxsqxbj982,,914
pjxsqxbj983,,915
pjxsqxbj984,,916
pjxsqxbj985,,917
pjxsqxbj989,,918
pjxsqxbj995,,919
pjxsqxbj996,,920
pjxsqxbj997,,921
pjxsqxbj998,,922
pjxtztbj985,,923
pjxtztbj986,,924
pjxtztbj987,,925
pjxtztbj989,,926
pjxtztbj990,,927
pjxtztbj997,,928
pjxtztbj998,,929
pjxtzxbj997,,930
pjxtzxfj978,,931
pjxtzxfj980,,932
pjxtzxfj981,,933
pjxtzxfj982,,934
pjxtzxfj983,,935
pjxtzxfj986,,936
pjxtzxfj994,,937
pjxuqwbj443,,938
pjxuqwbj446,,939
pjxuqwbj449,,940
pjxuqwbj454,,941
pjxuqwbj460,,942
pjxuqwbj461,,943
pjxuqwbj468,,944
pjxuqwbj470,,945
pjxuqwbj472,,946
pjxuqwbj473,,947
pjxuqwbj476,,948
pjxuqwbj477,,949
pjxuqwbj478,,950
pjxuqwbj479,,951
pjxuqwbj483,,952
pjxuqwbj485,,953
pjxuqwbj488,,954
pjxuqwbj489,,955
pjxuqwbj491,,956
pjxuqwbj492,,957
pjxuqwbj495,,958
pjxuqwbj498,,959
pjxuqwbj503,,960
pjxuqwbj505,,961
pjxuqwbj507,,962
pjxuqwbj508,,963
pjxuqwbj512,,964
pjxuqwbj515,,965
pjxuqwbj516,,966
pjxuqwbj517,,967
pjxuqwbj525,,968
pjxuqwbj526,,969
pjxuqwbj527,,970
pjxuqwbj529,,971
pjxuqwbj535,,972
pjxuqwbj536,,973
pjxuqwbj537,,974
pjxuqwbj539,,975
pjxuqwbj540,,976
pjxuqwbj545,,977
pjxuqwbj546,,978
pjxuqwbj551,,979
pjxuqwbj558,,980
pjxuqwbj559,,981
pjxuqwbj562,,982
pjxuqwbj564,,983
pjxuqwbj565,,984
pjxuqwbj566,,985
pjxuqwbj568,,986
pjxuqwbj571,,987
pjxuqwbj573,,988
pjxuqwbj574,,989
pjxuqwbj580,,990
pjxuqwbj584,,991
pjxuqwbj588,,992
pjxuqwbj589,,993
pjxuqwbj593,,994
pjxuqwbj594,,995
pjxuqwbj605,,996
pjxuqwbj608,,997
pjxuqwbj609,,998
pjxuqwbj610,,999
pjxuqwbj618,,1000
pjxuqwbj619,,1001
pjxuqwbj621,,1002
pjxuqwbj622,,1003
pjxuqwbj632,,1004
pjxuqwbj634,,1005
pjxuqwbj637,,1006
pjxuqwbj639,,1007
pjxuqwbj643,,1008
pjxuqwbj644,,1009
pjxuqwbj647,,1010
pjxuqwbj648,,1011
pjxuqwbj650,,1012
pjxuqwbj654,,1013
pjxuqwbj655,,1014
pjxuqwbj658,,1015
pjxuqwbj659,,1016
pjxuqwbj661,,1017
pjxuqwbj663,,1018
pjxuqwbj665,,1019
pjxuqwbj673,,1020
pjxuqwbj674,,1021
pjxuqwbj676,,1022
pjxuqwbj677,,1023
pjxuqwbj678,,1024
pjxuqwbj679,,1025
pjxuqwbj686,,1026
pjxuqwbj687,,1027
pjxuqwbj692,,1028
pjxuqwbj695,,1029
pjxuqwbj698,,1030
pjxuqwbj699,,1031
pjxuqwbj701,,1032
pjxuqwbj705,,1033
pjxuqwbj708,,1034
pjxuqwbj711,,1035
pjxuqwbj712,,1036
pjxuqwbj713,,1037
pjxuqwbj715,,1038
pjxuqwbj717,,1039
pjxuqwbj719,,1040
pjxuqwbj721,,1041
pjxuqwbj723,,1042
pjxuqwbj724,,1043
pjxuqwbj726,,1044
pjxuqwbj731,,1045
pjxuqwbj733,,1046
pjxuqwbj734,,1047
pjxuqwbj735,,1048
pjxuqwbj739,,1049
pjxuqwbj745,,1050
pjxuqwbj755,,1051
pjxuqwbj757,,1052
pjxuqwbj763,,1053
pjxuqwbj766,,1054
pjxuqwbj767,,1055
pjxuqwbj772,,1056
pjxuqwbj781,,1057
pjxuqwbj784,,1058
pjxuqwbj785,,1059
pjxuqwbj788,,1060
pjxuqwbj796,,1061
pjxuqwbj797,,1062
pjxuqwbj799,,1063
pjxuqwbj803,,1064
pjxuqwbj804,,1065
pjxuqwbj805,,1066
pjxuqwbj806,,1067
pjxuqwbj811,,1068
pjxuqwbj826,,1069
pjxuqwbj838,,1070
pjxuqwbj839,,1071
pjxuqwbj845,,1072
pjxuqwbj848,,1073
pjxuqwbj850,,1074
pjxuqwbj853,,1075
pjxuqwbj854,,1076
pjxuqwbj858,,1077
pjxuqwbj870,,1078
pjxuqwbj871,,1079
pjxuqwbj873,,1080
pjxuqwbj877,,1081
pjxuqwbj878,,1082
pjxuqwbj883,,1083
pjxuqwbj892,,1084
pjxuqwbj894,,1085
pjxuqwbj898,,1086
pjxuqwbj903,,1087
pjxuqwbj905,,1088
pjxuqwbj906,,1089
pjxuqwbj914,,1090
pjxuqwbj916,,1091
pjxuqwbj917,,1092
pjxuqwbj918,,1093
pjxuqwbj927,,1094
pjxuqwbj928,,1095
pjxuqwbj930,,1096
pjxuqwbj937,,1097
pjxuqwbj950,,1098
pjxuqwbj952,,1099
pjxuqwbj953,,1100
pjxuqwbj954,,1101
pjxuqwbj955,,1102
pjxuqwbj956,,1103
pjxuqwbj958,,1104
pjxuqwbj962,,1105
pjxuqwbj974,,1106
pjxuqwbj986,,1107
pjxuqwbj988,,1108
pjxuqwbj992,,1109
pjxuqwbj993,,1110
pjxuqwbj994,,1111
pjxuzsfj977,,1112
pjxuzsfj978,,1113
pjxuzsfj980,,1114
pjxuzsfj981,,1115
pjxuzsfj983,,1116
pjxuzsfj984,,1117
pjxuzsfj988,,1118
pjxuzsfj995,,1119
pjxuzvbj996,,1120
pjxuzxbj984,,1121
pjxuzxbj987,,1122
pjxvzrfj975,,1123
pjxvzrfj978,,1124
pjxvzrfj981,,1125
pjxvzrfj997,,1126
pjxvztfj974,,1127
pjxvztfj976,,1128
pjxvztfj977,,1129
pjxvztfj980,,1130
pjxvztfj985,,1131
pjxvztfj990,,1132
pjxvztfj991,,1133
pjxvztfj992,,1134
pjxvztfj994,,1135
pjxvzxbj989,,1136
pjxvzxbj996,,1137
pjxvzxbj997,,1138
pjxvzxfj970,,1139
pjxvzxfj972,,1140
pjxvzxfj980,,1141
pjxvzxfj982,,1142
pjxvzxfj987,,1143
pjxvzxfj988,,1144
pjxvzxfj998,,1145
pjxwxxbj899,,1146
pjxwxxbj905,,1147
pjxwxxbj907,,1148
pjxwxxbj908,,1149
pjxwxxbj910,,1150
pjxwxxbj913,,1151
pjxwxxbj914,,1152
pjxwxxbj915,,1153
pjxwxxbj916,,1154
pjxwxxbj918,,1155
pjxwxxbj924,,1156
pjxwxxbj927,,1157
pjxwxxbj930,,1158
pjxwxxbj934,,1159
pjxwxxbj938,,1160
pjxwxxbj940,,1161
pjxwxxbj943,,1162
pjxwxxbj944,,1163
pjxwxxbj949,,1164
pjxwxxbj951,,1165
pjxwxxbj953,,1166
pjxwxxbj960,,1167
pjxwxxbj963,,1168
pjxwxxbj964,,1169
pjxwxxbj967,,1170
pjxwxxbj970,,1171
pjxwxxbj972,,1172
pjxwxxbj983,,1173
pjxwxxbj992,,1174
pjxwxxbj995,,1175
pjxwzxbj985,,1176
pjxwzxbj987,,1177
pjxwzxbj988,,1178
pjxwzxbj989,,1179
pjxwzxbj990,,1180
pjxwzxbj993,,1181
pjxwzxbj996,,1182
pjxwzxbj998,,1183
pjxwzxfj975,,1184
pjxwzxfj977,,1185
pjxwzxfj981,,1186
pjxwzxfj983,,1187
pjxwzxfj984,,1188
pjxwzxfj987,,1189
pjxwzxfj991,,1190
pjxwzxfj992,,1191
pjxwzxfj993,,1192
pjxwzxfj994,,1193
pjxwzxkj985,,1194
pjxwzxkj989,,1195
pjxwzxkj991,,1196
pjxwzxkj992,,1197
pjxwzxkj993,,1198
pjxwzxkj996,,1199
pjxwzxkj998,,1200
pjxxxxbj901,,1201
pjxxxxbj904,,1202
pjxxxxbj907,,1203
pjxxxxbj908,,1204
pjxxxxbj911,,1205
pjxxxxbj912,,1206
pjxxxxbj913,,1207
pjxxxxbj914,,1208
pjxxxxbj915,,1209
pjxxxxbj916,,1210
pjxxxxbj917,,1211
pjxxxxbj921,,1212
pjxxxxbj923,,1213
pjxxxxbj930,,1214
pjxxxxbj932,,1215
pjxxxxbj933,,1216
pjxxxxbj937,,1217
pjxxxxbj941,,1218
pjxxxxbj943,,1219
pjxxxxbj944,,1220
pjxxxxbj945,,1221
pjxxxxbj953,,1222
pjxxxxbj958,,1223
pjxxxxbj963,,1224
pjxxxxbj966,,1225
pjxxxxbj968,,1226
pjxxxxbj970,,1227
pjxxxxbj975,,1228
pjxxxxbj981,,1229
pjxxxxbj986,,1230
pjxxxxbj987,,1231
pjxxxxbj989,,1232
pjxxxxbj995,,1233
pjxxxxbj997,,1234
pjxxztbj994,,1235
pjxxztbj995,,1236
pjxxztfj972,,1237
pjxxztfj975,,1238
pjxxztfj982,,1239
pjxxztfj986,,1240
pjxxztfj988,,1241
pjxxztfj991,,1242
pjxxztfj992,,1243
pjxxztfj995,,1244
pjxxztfj997,,1245
pjxxzxbj995,,1246
pjxxzxkj978,,1247
pjxxzxkj979,,1248
pjxxzxkj981,,1249
pjxxzxkj983,,1250
pjxxzxkj987,,1251
pjxxzxkj990,,1252
pjxxzxkj991,,1253
pjxxzxkj995,,1254
pjxxzxkj997,,1255
pjxyqwbj001,,1256
pjxyqwbj002,,1257
pjxyqwbj003,,1258
pjxyqwbj006,,1259
pjxyqwbj007,,1260
pjxyqwbj013,,1261
pjxyqwbj016,,1262
pjxyqwbj018,,1263
pjxyqwbj020,,1264
pjxyqwbj022,,1265
pjxyqwbj023,,1266
pjxyqwbj027,,1267
pjxyqwbj031,,1268
pjxyqwbj033,,1269
pjxyqwbj034,,1270
pjxyqwbj035,,1271
pjxyqwbj036,,1272
pjxyqwbj038,,1273
pjxyqwbj041,,1274
pjxyqwbj043,,1275
pjxyqwbj044,,1276
pjxyqwbj046,,1277
pjxyqwbj047,,1278
pjxyqwbj049,,1279
pjxyqwbj050,,1280
pjxyqwbj052,,1281
pjxyqwbj053,,1282
pjxyqwbj054,,1283
pjxyqwbj058,,1284
pjxyqwbj059,,1285
pjxyqwbj061,,1286
pjxyqwbj062,,1287
pjxyqwbj069,,1288
pjxyqwbj072,,1289
pjxyqwbj078,,1290
pjxyqwbj080,,1291
pjxyqwbj082,,1292
pjxyqwbj084,,1293
pjxyqwbj085,,1294
pjxyqwbj087,,1295
pjxyqwbj089,,1296
pjxyqwbj090,,1297
pjxyqwbj092,,1298
pjxyqwbj095,,1299
pjxyqwbj098,,1300
pjxyqwbj101,,1301
pjxyqwbj104,,1302
pjxyqwbj108,,1303
pjxyqwbj109,,1304
pjxyqwbj112,,1305
pjxyqwbj117,,1306
pjxyqwbj122,,1307
pjxyqwbj125,,1308
pjxyqwbj126,,1309
pjxyqwbj129,,1310
pjxyqwbj130,,1311
pjxyqwbj133,,1312
pjxyqwbj139,,1313
pjxyqwbj149,,1314
pjxyqwbj150,,1315
pjxyqwbj153,,1316
pjxyqwbj154,,1317
pjxyqwbj155,,1318
pjxyqwbj156,,1319
pjxyqwbj159,,1320
pjxyqwbj163,,1321
pjxyqwbj164,,1322
pjxyqwbj169,,1323
pjxyqwbj171,,1324
pjxyqwbj172,,1325
pjxyqwbj181,,1326
pjxyqwbj185,,1327
pjxyqwbj190,,1328
pjxyqwbj191,,1329
pjxyqwbj192,,1330
pjxyqwbj193,,1331
pjxyqwbj197,,1332
pjxyqwbj201,,1333
pjxyqwbj203,,1334
pjxyqwbj205,,1335
pjxyqwbj207,,1336
pjxyqwbj209,,1337
pjxyqwbj216,,1338
pjxyqwbj223,,1339
pjxyqwbj224,,1340
pjxyqwbj225,,1341
pjxyqwbj232,,1342
pjxyqwbj236,,1343
pjxyqwbj242,,1344
pjxyqwbj243,,1345
pjxyqwbj245,,1346
pjxyqwbj251,,1347
pjxyqwbj252,,1348
pjxyqwbj253,,1349
pjxyqwbj261,,1350
pjxyqwbj262,,1351
pjxyqwbj266,,1352
pjxyqwbj267,,1353
pjxyqwbj269,,1354
pjxyqwbj272,,1355
pjxyqwbj274,,1356
pjxyqwbj276,,1357
pjxyqwbj277,,1358
pjxyqwbj278,,1359
pjxyqwbj283,,1360
pjxyqwbj285,,1361
pjxyqwbj293,,1362
pjxyqwbj299,,1363
pjxyqwbj300,,1364
pjxyqwbj305,,1365
pjxyqwbj307,,1366
pjxyqwbj309,,1367
pjxyqwbj312,,1368
pjxyqwbj315,,1369
pjxyqwbj316,,1370
pjxyqwbj321,,1371
pjxyqwbj322,,1372
pjxyqwbj325,,1373
pjxyqwbj326,,1374
pjxyqwbj327,,1375
pjxyqwbj328,,1376
pjxyqwbj331,,1377
pjxyqwbj334,,1378
pjxyqwbj336,,1379
pjxyqwbj338,,1380
pjxyqwbj339,,1381
pjxyqwbj341,,1382
pjxyqwbj344,,1383
pjxyqwbj347,,1384
pjxyqwbj348,,1385
pjxyqwbj351,,1386
pjxyqwbj356,,1387
pjxyqwbj360,,1388
pjxyqwbj361,,1389
pjxyqwbj362,,1390
pjxyqwbj368,,1391
pjxyqwbj369,,1392
pjxyqwbj375,,1393
pjxyqwbj379,,1394
pjxyqwbj384,,1395
pjxyqwbj385,,1396
pjxyqwbj388,,1397
pjxyqwbj391,,1398
pjxyqwbj393,,1399
pjxyqwbj394,,1400
pjxyqwbj396,,1401
pjxyqwbj400,,1402
pjxyqwbj401,,1403
pjxyqwbj402,,1404
pjxyqwbj403,,1405
pjxyqwbj407,,1406
pjxyqwbj408,,1407
pjxyqwbj409,,1408
pjxyqwbj412,,1409
pjxyqwbj417,,1410
pjxyqwbj421,,1411
pjxyqwbj422,,1412
pjxyqwbj425,,1413
pjxyqwbj428,,1414
pjxyqwbj430,,1415
pjxyqwbj431,,1416
pjxyqwbj444,,1417
pjxyqwbj445,,1418
pjxyqwbj453,,1419
pjxyqwbj454,,1420
pjxyqwbj455,,1421
pjxyqwbj459,,1422
pjxyqwbj461,,1423
pjxyqwbj463,,1424
pjxyqwbj464,,1425
pjxyqwbj468,,1426
pjxyqwbj469,,1427
pjxyqwbj472,,1428
pjxyqwbj478,,1429
pjxyqwbj486,,1430
pjxyqwbj487,,1431
pjxyqwbj488,,1432
pjxyqwbj500,,1433
pjxyqwbj506,,1434
pjxyqwbj508,,1435
pjxyqwbj509,,1436
pjxyqwbj522,,1437
pjxyqwbj523,,1438
pjxyqwbj525,,1439
pjxyqwbj527,,1440
pjxyqwbj530,,1441
pjxyqwbj531,,1442
pjxyqwbj532,,1443
pjxyqwbj540,,1444
pjxyqwbj542,,1445
pjxyqwbj548,,1446
pjxyqwbj552,,1447
pjxyqwbj554,,1448
pjxyqwbj555,,1449
pjxyqwbj560,,1450
pjxyqwbj563,,1451
pjxyqwbj566,,1452
pjxyqwbj569,,1453
pjxyqwbj570,,1454
pjxyqwbj574,,1455
pjxyqwbj577,,1456
pjxyqwbj582,,1457
pjxyqwbj584,,1458
pjxyqwbj590,,1459
pjxyqwbj592,,1460
pjxyqwbj594,,1461
pjxyqwbj602,,1462
pjxyqwbj604,,1463
pjxyqwbj605,,1464
pjxyqwbj608,,1465
pjxyqwbj611,,1466
pjxyqwbj613,,1467
pjxyqwbj616,,1468
pjxyqwbj621,,1469
pjxyqwbj622,,1470
pjxyqwbj627,,1471
pjxyqwbj630,,1472
pjxyqwbj631,,1473
pjxyqwbj634,,1474
pjxyqwbj636,,1475
pjxyqwbj640,,1476
pjxyqwbj648,,1477
pjxyqwbj656,,1478
pjxyqwbj658,,1479
pjxyqwbj659,,1480
pjxyqwbj662,,1481
pjxyqwbj663,,1482
pjxyqwbj664,,1483
pjxyqwbj665,,1484
pjxyqwbj671,,1485
pjxyqwbj673,,1486
pjxyqwbj674,,1487
pjxyqwbj678,,1488
pjxyqwbj685,,1489
pjxyqwbj688,,1490
pjxyqwbj691,,1491
pjxyqwbj692,,1492
pjxyqwbj695,,1493
pjxyqwbj698,,1494
pjxyqwbj699,,1495
pjxyqwbj709,,1496
pjxyqwbj710,,1497
pjxyqwbj718,,1498
pjxyqwbj726,,1499
pjxyqwbj733,,1500
pjxyqwbj737,,1501
pjxyqwbj739,,1502
pjxyqwbj741,,1503
pjxyqwbj748,,1504
pjxyqwbj755,,1505
pjxyqwbj758,,1506
pjxyqwbj769,,1507
pjxyqwbj772,,1508
pjxyqwbj775,,1509
pjxyqwbj777,,1510
pjxyqwbj780,,1511
pjxyqwbj782,,1512
pjxyqwbj787,,1513
pjxyqwbj789,,1514
pjxyqwbj790,,1515
pjxyqwbj791,,1516
pjxyqwbj793,,1517
pjxyqwbj796,,1518
pjxyqwbj797,,1519
pjxyqwbj799,,1520
pjxyqwbj802,,1521
pjxyqwbj803,,1522
pjxyqwbj807,,1523
pjxyqwbj808,,1524
pjxyqwbj809,,1525
pjxyqwbj811,,1526
pjxyqwbj820,,1527
pjxyqwbj821,,1528
pjxyqwbj822,,1529
pjxyqwbj825,,1530
pjxyqwbj830,,1531
pjxyqwbj833,,1532
pjxyqwbj836,,1533
pjxyqwbj837,,1534
pjxyqwbj838,,1535
pjxyqwbj839,,1536
pjxyqwbj841,,1537
pjxyqwbj842,,1538
pjxyqwbj847,,1539
pjxyqwbj850,,1540
pjxyqwbj852,,1541
pjxyqwbj853,,1542
pjxyqwbj856,,1543
pjxyqwbj857,,1544
pjxyqwbj864,,1545
pjxyqwbj865,,1546
pjxyqwbj867,,1547
pjxyqwbj869,,1548
pjxyqwbj871,,1549
pjxyqwbj876,,1550
pjxyqwbj877,,1551
pjxyqwbj883,,1552
pjxyqwbj885,,1553
pjxyqwbj886,,1554
pjxyqwbj889,,1555
pjxyqwbj890,,1556
pjxyqwbj895,,1557
pjxyqwbj896,,1558
pjxyqwbj897,,1559
pjxyqwbj902,,1560
pjxyqwbj903,,1561
pjxyqwbj904,,1562
pjxyqwbj905,,1563
pjxyqwbj907,,1564
pjxyqwbj910,,1565
pjxyqwbj912,,1566
pjxyqwbj914,,1567
pjxyqwbj917,,1568
pjxyqwbj923,,1569
pjxyqwbj924,,1570
pjxyqwbj925,,1571
pjxyqwbj926,,1572
pjxyqwbj927,,1573
pjxyqwbj928,,1574
pjxyqwbj929,,1575
pjxyqwbj930,,1576
pjxyqwbj933,,1577
pjxyqwbj936,,1578
pjxyqwbj937,,1579
pjxyqwbj939,,1580
pjxyqwbj940,,1581
pjxyqwbj941,,1582
pjxyqwbj944,,1583
pjxyqwbj945,,1584
pjxyqwbj946,,1585
pjxyqwbj947,,1586
pjxyqwbj949,,1587
pjxyqwbj950,,1588
pjxyqwbj955,,1589
pjxyqwbj958,,1590
pjxyqwbj961,,1591
pjxyqwbj966,,1592
pjxyqwbj967,,1593
pjxyqwbj977,,1594
pjxyqwbj979,,1595
pjxyqwbj985,,1596
pjxyqwbj986,,1597
pjxyqwbj988,,1598
pjxyqwbj993,,1599
pjxyqwbj998,,1600
pjxyqwbk504,,1601
pjxyqwbk505,,1602
pjxyqwbk513,,1603
pjxyqwbk519,,1604
pjxyqwbk520,,1605
pjxyqwbk521,,1606
pjxyqwbk523,,1607
pjxyqwbk527,,1608
pjxyqwbk534,,1609
pjxyqwbk536,,1610
pjxyqwbk537,,1611
pjxyqwbk538,,1612
pjxyqwbk540,,1613
pjxyqwbk541,,1614
pjxyqwbk542,,1615
